adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,characters,cast,director,screenplay,keywords
False,0,,34784,tt0903622,en,Grim Reaper,"he stripper Rachel is hit by a cab but survives in the emergency room of a hospital. However, she sees Death chasing her, but she does not succeed in convincing the nurses. She is drugged and wakes up in St. Joseph, a mental hospital administrated by Dr. Brown. She finds five other inmates that had a near death experience and also claim that Death is coming for them, but Dr. Brown tells them that",0.275394,/kINvURxNbPw7wiX0ygL7uneBt87.jpg,2007-01-16,0.0,82.0,Released,,Grim Reaper,False,2.0,1.0,['Horror'],['null'],['United States of America'],['null'],,"['Rachel', ', Dr. Brown', ', Liam', ', Nick', ', Katie']","['Cherish Lee', ', Brent Fidler', ', Benjamin Pitts', ', Nick Mathis', ', Rebekah Brandes']",Michael Feifer,,"['horror', ', grim reaper']"
False,0,,11953,tt0080979,ja,影武者,"When a warlord dies, a peasant thief is called upon to impersonate him, in order to protect his clan from appearing weak and vulnerable. But he finds himself haunted by the warlord’s spirit as well as his own ambitions.",6.206807,/5ZfxTO5IWuefPrUALF0GFKql4O0.jpg,1980-04-26,0.0,180.0,Released,,Kagemusha,False,7.7,135.0,"['Action', ', Drama', ', History', ', War']",['Toho Company'],['Japan'],['ja'],,"['Shingen Takeda / Kagemusha', ', Nobukado Takeda', ', Sohachiro Tsuchiya', ', Taguchi Gyobu', ', Katsuyori Takeda']","['Tatsuya Nakadai', ', Tsutomu Yamazaki', ', Jinpachi Nezu', ', Takashi Shimura', ', Kenichi Hagiwara']",Akira Kurosawa,Akira Kurosawa,"['japan', ', samurai', ', emperor', ', warlord', ', army', ', double role', ', execution', ', doppelganger']"
False,0,,86956,tt0026966,en,Sanders of the River,"British District Officer in Nigeria in the 1930's rules his area strictly but justly, and struggles with gun-runners and slavers with the aid of a loyal native chief.",0.104391,/o9x5pvAVQyrUDdE6qtZe1g6cm2M.jpg,1935-05-10,0.0,98.0,Released,He Breaks Loose in the Jungle!,Sanders of the River,False,5.0,1.0,"['Adventure', ', Drama']",['London Film Productions'],['United Kingdom'],['en'],,"['Bosambo', ', Commissioner R.G. Sanders', ', Lilongo', ', Lieutenant Tibbets (as Robert Cochrane)', ', J. Ferguson']","['Paul Robeson', ', Leslie Banks', ', Nina Mae McKinney', ', Robert Cochran', ', Martin Walker']",Zoltan Korda,,"['black people', ', slavery']"
False,0,,347847,tt3399484,en,The Sand,"Just when you thought it was safe to go back in the water again, you can’t even get across the sand! BLOOD BEACH meets SPRING BREAKERS in an ace monster mash-up of smart nostalgia and up-to-the-minute visual effects. After an all-night graduation beach party, a group of hung-over students wake up under blazing sun to find their numbers somewhat depleted. An enormous alien creature has burrowed down deep and anyone foolish enough to make contact with the sand finds themselves at the mercy of a sea of flesh-eating tentacles. Will they ever be able to escape its carnivorous clutches?",3.035252,/dLa0CNIaAUqUM44nIXxMGikCBLR.jpg,2015-08-28,0.0,84.0,Released,This Beach is Killer,The Sand,False,3.8,29.0,"['Horror', ', Science Fiction']","['Scatena & Rosner Films', ', Allegra Pictures']",['United States of America'],['en'],,"['Kaylee', ', Gilbert', ', Ronnie', ', Jonah', ', Chanda']","['Brooke Butler', ', Cleo Berry', ', Cynthia Murell', ', Dean Geyer', ', Meagan Holder']",Isaac Gabaeff,,"['beach', ', sand', ', stranded', ', alien', ', eaten alive']"
False,0,,168819,tt0268032,pl,Weiser,"The film is based on the well-known, translated into many languages novel of writer Pawel Huelle. It is imbued with nostalgia and the atmosphere of mystery story of a group of children, fascinated by the figure of a man named David Weiser.",0.433234,/5n1Y1URmbI2ZC7Vje4eHPdaGY1H.jpg,2001-01-18,0.0,95.0,Released,,Weiser,False,5.8,4.0,['Mystery'],['Zespół Filmowy TOR'],['Poland'],['pl'],,"['Pawel Heller', ', Elka', ', Juliana', ', Antykwariusz', ', Piotr Korolewski']","['Marek Kondrat', ', Krystyna Janda', ', Juliane Köhler', ', Janusz Gajos', ', Piotr Fronczewski']",Wojciech Marczewski,,['null']
False,0,,169089,tt0085667,sv,Henrietta,"Pettersson is a hard working director in the porn industry with two strippers and a naked gay in his shows. One day, after a little bridge accident, he meets Henrietta and falls in love. The film is based on a novel named ""Henrietta skall du också glömma"" by Stig Claesson.",0.069924,/diBasad4FdH91N2BbyrQwQ6uW4o.jpg,1983-12-15,0.0,94.0,Released,A comedy you're gonna love,Henrietta,False,6.0,1.0,['Comedy'],['Sveriges Television (SVT)'],['Sweden'],['sv'],,"['Pettersson', ', Gotthard', ', Einar', ', Höglund', ', Sara']","[""Janne 'Loffe' Carlsson"", ', Svante Grundberg', ', Per Oscarsson', "", Gunnar 'Knas' Lindkvist"", ', Claire Wikholm']",Lars Lennart Forsberg,Lars Lennart Forsberg,"['countryside', ', based on novel', ', character name in title']"
False,0,,135335,tt0025214,ja,母を恋はずや,The film tells of the strained relationship between a mother and her two sons after the death of the family patriarch.,0.095234,/1QyOihayCqCDy0g7areGQjTrPbn.jpg,1934-05-11,0.0,93.0,Released,,A Mother Should Be Loved,False,0.0,0.0,['null'],['null'],['Japan'],['ja'],,"['Chichi, Kajiwara-shi', ', Haha, Chieko', ', Chounan, Sadao', ', Sono shounen-jidai (Childhood Sadao)', ', Jinan, Kousaku (as Hideo Mitsui)']","['Yukichi Iwata', ', Mitsuko Yoshikawa', ', Den Obinata', ', Seiichi Kato', ', Kôji Mitsui']",Yasujirō Ozu,Kogo Noda,['null']
False,0,https://www.facebook.com/HardTargetMovie,402331,tt5241578,en,Hard Target 2,"Forced into a deadly cat-and-mouse game, a disgraced mixed martial arts fighter is hunted through the jungles of Southeast Asia.",5.070828,/osRjRf0zxuiytMT2Ftpv7elnZwl.jpg,2016-07-14,0.0,104.0,Released,It's hunting season again...,Hard Target 2,False,5.6,44.0,"['Action', ', Thriller']","['Living Films', ', Universal 1440 Entertainment']",['United States of America'],['en'],Hard Target Collection,"['Wes Baylor', ', Sofia', ', Aldrich', ', Madden', ', Tha']","['Scott Adkins', ', Rhona Mitra', ', Robert Knepper', ', Temuera Morrison', ', Ann Truong']",Roel Reiné,,"['hunting human beings', ', sequel', ', mixed martial arts', ', jungle', ', retired', ', human prey', ', myanmar']"
False,0,,19673,tt0088083,pl,Seksmisja,"Two scientists are chosen as guinea pigs for a time experiment: they are placed in hibernation and should be brought back to life after three years. In the meantime, however, the World War III breaks out and life have been wiped out of the surface of the Earth. When they wake up, it turns out that not only 50 years have passed but also that they are the only living specimens of the male sex in a new, underground society composed exclusively of women.",3.603836,/uHPD4r4ahqHfzNS7hrXdZuuflGm.jpg,1984-05-13,0.0,117.0,Released,The two last men against a female world.,Sexmission,False,7.4,49.0,"['Science Fiction', ', Adventure', ', Comedy']","['Zespól Filmowy ""Kadr""']",['Poland'],['pl'],,"['Maks', ', Albert', ', Lamia', ', Emma', ', Jej Wysokość']","['Jerzy Stuhr', ', Olgierd Łukaszewicz', ', Bozena Stryjkówna', ', Bogusława Pawelec', ', Wiesław Michnikowski']",Juliusz Machulski,Pavel Hajný,"['future', ', post-apocalyptic', ', dystopia', ', science fiction', ', mass extinction', ', gender roles', ', criogenes']"
False,0,,75138,tt0114418,en,Sharpe's Sword,"Sharpe is tasked to protect the most important spy in Lord Wellington's network, but domestic issues, a traumatized young girl, and possible French spies all threaten his success",1.26878,/k3tparLFaNAejBEAiNkkbIKqmFU.jpg,1995-04-26,0.0,101.0,Released,,Sharpe's Sword,False,7.0,12.0,"['History', ', Action', ', Adventure']","['Celtic Films Entertainment', ', Carlton Films']",['United Kingdom'],"['en', ', hu', ', ru']",Sharpe Collection,"['Richard Sharpe', ', Harper', ', Munro', ', Hagman', ', Sir Henry Simmerson']","['Sean Bean', "", Daragh O'Malley"", ', Hugh Ross', ', John Tams', ', Michael Cochrane']",Tom Clegg,,['null']
False,0,,10268,tt0450664,fr,Je vous trouve très beau,"Aymé Pigrenet, a recently widowed farmer, is eager to find a new wife to help him run his farm. Desperate, he seeks the aid of a local matchmaker who suggest that he go to Romania to find a new wife. There he meets Elena.",2.770788,/cM4Jt5FyvNcpbibhNgezaLA1dZl.jpg,2005-11-07,0.0,97.0,Released,,You Are So Beautiful,False,6.4,37.0,['Comedy'],['Gaumont'],['France'],['fr'],,"['Aymé Pigrenet', ', Elena', ', Roland Blanchot', ', Mme Marais', ', Antoine']","['Michel Blanc', ', Medeea Marinescu', ', Wladimir Yordanoff', ', Eva Darlan', ', Benoît Turjman']",Isabelle Mergault,,"['peasant', ', man looking for wife', ', romania', ', woman director']"
False,300000,,27323,tt0085764,en,Joysticks,A successful businessman attempts to shut down a video arcade he believes is harmful to the mental health of children.,2.290725,/5DJ0yVPfdqTGsLiuZnZ0c5ycrVq.jpg,1983-03-04,3952448.0,88.0,Released,More fun than games!,Joysticks,False,5.2,14.0,['Comedy'],['Jensen Farley Pictures'],['United States of America'],['en'],,"['Joseph Rutter', ', Eugene Groebe', ', Jonathan Andrew McDorfus', ', Jefferson Bailey', ', King Vidiot']","['Joe Don Baker', ', Leif Green', ', Jim Greenleaf', ', Scott McGinnis', ', Jon Gries']",Greydon Clark,,"['video game', ', female nudity', ', sex', ', nudity', ', nerd', ', independent film', ', arcade', ', teen movie', ', teen sex comedy', ', teenager', ', valley girl']"
False,0,,73526,tt0243222,en,The Doe Boy,A Cherokee boy is a haemophiliac in a culture obsessed with blood identity.,0.009465000000000001,/6QhpNKyWNKA9RyVve9zKDvkqH5T.jpg,2001-01-25,0.0,85.0,Released,,The Doe Boy,False,0.0,0.0,"['Drama', ', Romance']",['null'],['null'],['null'],,"['Hunter', ', Hank', ', Young Hunter', ', Maggie', ', Geri']","['James Duval', ', Kevin Anderson', ', Andrew J. Ferchland', ', Jeri Arredondo', ', Judy Herrera']",Randy Redroad,,['null']
False,0,,298158,tt0247232,en,By Dawn's Early Light,"When Mike Lewis leaves L.A. to stay with his grandfather in Colorado for the summer, he hates the old man's cowboy ways. When Mike demands to go home, the old man agrees and saddles up a couple of horses for a six week trip toward California, home, the Pacific and redemption.",0.062423,/gHWVnxf5Ee7r8gXiN1UujAU5B4R.jpg,2001-04-15,0.0,100.0,Released,The Adventure of two lifetimes,By Dawn's Early Light,False,5.0,1.0,"['Comedy', ', Drama']",['Daniel L. Paulson Productions'],['United States of America'],['en'],,"['Ben Maxwell', ', Nick Decker', ', Mike Lewis', ', Eddie Decker']","['Richard Crenna', ', David Carradine', ', Chris Olivero', ', Patrick David']",Arthur Allan Seidelman,,"['grandfather grandson relationship', ', colorado', ', dysfunctional family', ', coming of age', ', summer', ', teenager', ', teenage boy']"
False,10000000,http://www.thefourthkind.net/,22824,tt1220198,en,The Fourth Kind,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",13.751992,/usUYAvVCiGZ4YlX3xBS8fLzjtiO.jpg,2009-11-06,42333295.0,98.0,Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,False,5.8,451.0,"['Mystery', ', Science Fiction', ', Thriller']","['Universal Pictures', ', Saga Film', ', Focus Films', ', Gold Circle Films', ', Chambara Pictures', ', Dead Crow Productions', ', Fourth Kind Productions']",['United States of America'],['en'],,"['Abbey', ', Sheriff August', ', Awolowa Odusami', ', Tommy Fisher', ', Scott Stracinsky']","['Milla Jovovich', ', Will Patton', ', Hakeem Kae-Kazim', ', Corey Johnson', ', Enzo Cilenti']",Olatunde Osunsanmi,Olatunde Osunsanmi,"['brother sister relationship', ', wheelchair', ', hypnosis', ', investigation', ', cover-up', ', ufo', ', alaska', ', disappearance', ', hospital', ', alien abduction', ', patient', ', psychotherapy', ', fake documentary', ', based on supposedly true story', ', nome alaska', ', faked footage', ', audio cassette', ', ancient astronaut', ', anchorage alaska', ', police fake', ', duringcreditsstinger']"
False,0,,294047,tt1644669,ru,The Levenger Tapes,"Detectives in a remote town pore through every frame of a troubling tape to find the whereabouts of three missing college students. The chilling footage becomes more and more disturbing when the students come upon the bloody dress of an 8-year-old girl in the secluded wilderness and take it upon themselves to find her. Linking the case of the missing girl and the missing students together, the detectives race to piece enough information together to find them alive.",0.422781,/cmIC8vXiezN59QagNQl28dt2EJJ.jpg,2013-09-01,0.0,0.0,Released,,The Levenger Tapes,False,4.0,1.0,"['Thriller', ', Horror']",['null'],['United States of America'],['en'],,"['', ', ', ', ', ', ']","['Johanna Braddy', ', Lili Mirojnick', ', Morgan Krantz', ', Chris Mulkey']",Mark Edwin Robinson,,['null']
False,0,,455675,tt6334884,en,Hickok,"Legendary Lawman and Gunslinger Wild Bill Hickok, is tasked with taming the wildest cow-town in the West, while delivering his own brand of frontier Justice and infamous gunfighter's reputation as the fastest draw in the West is put to the test",2.747249,/nZdifMku2bcZKZCu7xyrVEU09Le.jpg,2017-07-07,0.0,88.0,In Production,,Hickok,False,5.0,9.0,['Western'],['null'],['null'],['en'],,"['Wild Bill Hickok', ', Phil Poe', "", Doc Rivers O'Roark"", ', Mattie', ', John Wesley Hardin']","['Luke Hemsworth', ', Trace Adkins', ', Bruce Dern', ', Cameron Richardson', ', Kaiwi Lyman']",Timothy Woodward Jr.,,['null']
False,0,,152042,tt2205948,ja,劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,"Madoka Kaname, an ordinary middle-schooler, along with her best friend Sayaka Miki, are offered the chance to have any wish they want granted by the mysterious Kyubey, and become magical girls and fight witches. However, fellow magical girl Homura Akemi seems intent on stopping Madoka from becoming a magical girl at any cost. Puella Magi Madoka Magica the Movie Part I: Beginnings is a retelling of the first half of the TV anime series.",2.645355,/xeZHn9o9gjVFlYV5F02QQAdlYOa.jpg,2012-10-05,0.0,131.0,Released,,Puella Magi Madoka Magica the Movie Part I: Beginnings,False,7.8,31.0,"['Thriller', ', Animation', ', Fantasy']",['Shaft'],['Japan'],['ja'],Puella Magi Madoka Magica: The Movie,"['Madoka Kaname (voice)', ', Sayaka Miki (voice)', ', Homura Akemi (voice)', ', Mami Tomoe (voice)', ', Kyouko Sakura (voice)']","['Aoi Yuki', ', Eri Kitamura', ', Chiwa Saito', ', Kaori Mizuhashi', ', Ai Nonaka']",Akiyuki Shinbo,Gen Urobuchi,"['saving the world', ', magic', ', wish', ', female friendship', ', surrealism', ', mother daughter relationship', ', teenage girl', ', psychological thriller', ', schoolgirl', ', girls with guns', ', schoolmates', ', dark fantasy', ', foreshadowing', ', magical girl', ', anime', ', sinister']"
False,0,,56332,tt0116672,it,Jack Frusciante è uscito dal gruppo,"Alex, a high-school boy fond of rock and punk music, falls in love with Adelaide, who shares his feelings but doesn't want to get too involved because she will soon leave for studying in America. Alex gets relief in music and his friend Martino who leads what looks to him as a more complete life.",1.9560650000000002,/zlmMxXxXO6xjU1zLvUTTmhxBrP8.jpg,1996-01-01,0.0,0.0,Released,,Jack Frusciante è uscito dal gruppo,False,5.9,30.0,['null'],['null'],['null'],['it'],,"['Alex', ', Aidi', ', Martino']","['Stefano Accorsi', ', Violante Placido', ', Alessandro Zamattio']",Enza Negroni,,['null']
False,0,,282084,tt3868452,en,There's No Place Like Utopia,Filmmaker Joel Gilbert travels across America confronting progressives.,0.083811,/mmLrkM8VpTbxPpeHG3Vl6bKTEv0.jpg,2014-07-18,0.0,110.0,Released,,There's No Place Like Utopia,False,0.5,1.0,['Documentary'],['null'],['null'],['en'],,"['Jack Cashill', ', Jerome Corsi', ', Joel Gilbert', ', Konstantin Preobrazhensky']","['Jack Cashill', ', Jerome Corsi', ', Joel Gilbert', ', Konstantin Preobrazhensky']",,,['null']
False,0,,255798,tt3339674,en,Burying the Ex,"It seemed like a great idea when all-around nice guy Max and his beautiful girlfriend, Evelyn moved in together. But when Evelyn turns out to be a controlling, manipulative nightmare, Max knows it’s time to call it quits. There’s just one problem: he’s terrified of breaking up with her. Fate steps in when Evelyn is the victim of a fatal, freak accident, leaving Max single and ready to mingle. Just as Max is thinking about moving on with what could be his dream girl, Olivia – Evelyn has returned from the grave and is determined to get her boyfriend back...even if that means transforming him into one of the undead.",5.702937,/yWHCthgL0uMtMl7KxJ3oR1WbXyu.jpg,2014-09-04,0.0,89.0,Released,Some relationships just won't die.,Burying the Ex,False,5.5,136.0,"['Comedy', ', Horror']","['Voltage Pictures', ', ArtImage Entertainment', ', Scooty Woop Entertainment']",['United States of America'],['en'],,"['Max', ', Evelyn', ', Olivia', ', Travis', ', Grumpy Cop']","['Anton Yelchin', ', Ashley Greene', ', Alexandra Daddario', ', Oliver Cooper', ', Dick Miller']",Joe Dante,,['null']
False,0,,204611,tt0169005,en,UFO Abduction,"On a typical fall evening in 1983, a young man was videotaping his niece's 5th birthday party. As the night's strange occurrences took place, he kept his video camera running, recording the entire event.",0.00022,/67PsLwiDS2K9y1pCCti7e1XZkOR.jpg,1989-01-01,0.0,65.0,Released,,UFO Abduction,False,6.7,6.0,"['Horror', ', Science Fiction', ', Thriller']",['null'],['null'],['en'],,"['Eric Van Heese', ', Jason Van Heese', ', Shirly McCalla', ', Renee Reynolds', ', Jamie Van Heese']","['Tommy Giavocchini', ', Patrick Kelley', ', Shirly McCalla', ', Stacey Shulman', ', Christine Staples']",Dean Alioto,,"['alien', ', mockumentary', ', found footage']"
False,0,,56475,tt0424509,en,Touch the Sound,"A documentary which explores the connections among sound, rhythm, time, and the body by following percussionist Evelyn Glennie, who is nearly deaf.",0.347049,/9QCjaqleB3q5zZshPvfnko9B2LY.jpg,2004-09-10,0.0,99.0,Released,A Sound Journey with Evelyn Glennie,Touch the Sound,False,7.5,2.0,"['Documentary', ', Music']",['Filmquadrat'],"['Germany', ', United Kingdom']","['ja', ', en']",,"['Evelyn Glennie', ', Fred Frith']","['Evelyn Glennie', ', Fred Frith']",Thomas Riedelsheimer,,['null']
False,0,http://www.kino.com/ajami/,24424,tt1077262,he,Ajami,"Ajami is an area of Tel Aviv in Israel where Arabs, Palestinians, Jews and Christians live together in a tense atmosphere. Omar, an Israeli Arab, struggles to save his family from a gang of extortionists. He also courts a beautiful Christian girl: Hadir. Malek, an illegal Palestinian worker, tries to collect enough money to pay for his mother's operation. Dando, an Israeli cop, does his utmost to find his missing brother who may have been killed by Palestinians.",3.892393,/tJ6oxcefOydh5bQ8K7ryrz09f7e.jpg,2009-09-17,0.0,120.0,Released,,Ajami,False,6.8,27.0,"['Crime', ', Drama']","['ARTE', ', Inosan', ', Das Kleine Fernsehspiel (ZDF)', ', Twenty Twenty Vision Filmproduktion GmbH']","['Israel', ', Germany']","['ar', ', he']",,"['Nasri', ', Ilham', ', Shata', ', Abu-Lias', ', Sido']","['Fouad Habash', ', Nisrine Rihan', ', Elias Saba', ', Youssef Sahwani', ', Abu George Shibli']",Scandar Copti,,['null']
False,0,,459295,tt6948354,en,Sarah Silverman: A Speck of Dust,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",0.828399,/z5BooW5DZhplz18yjahUf4KuliL.jpg,2017-05-30,0.0,71.0,Released,,Sarah Silverman: A Speck of Dust,False,7.7,11.0,['Comedy'],"['NetFlix', ', Netflix', ', Netflix Studios']",['United States of America'],['en'],,['Sarah Silverman'],['Sarah Silverman'],Liam Lynch,,['stand-up comedy']
False,0,,17803,tt0106188,en,12:01,"Office employee Barry Thomas is caught in a ""time bounce"" caused by a glitch in the company's secret project. Now the same day occurs again and again - and Barry's the only one who can do anything about it, including saving the life of beautiful research assistant Lisa Fredericks.",8.811327,/xpRrYAJtLrbAcKv0h64kRG6rNit.jpg,1993-07-05,0.0,92.0,Released,Every day at a minute past midnight the sci-fi adventure begins... again.,12:01,False,6.2,33.0,"['Science Fiction', ', Thriller']","['Chanticleer Films', ', Fox West Pictures', ', New Line Television']",['United States of America'],['en'],,"['Barry Thomas', ', Lisa Fredericks', ', Dr. Thadius Moxley', ', Robert Denk', ', Anne Jackson']","['Jonathan Silverman', ', Helen Slater', ', Martin Landau', ', Nicolas Surovy', ', Robin Bartlett']",Jack Sholder,,"['time travel', ', time loop']"
False,2000000,http://www.abagofhammers.com/,59441,tt1509787,en,A Bag of Hammers,"Two misfit best friends incapable of growing up, whose direction is tested by an abandoned child, worn beyond his years; together they invent the family they've always needed.",0.967134,/iN4B5mry1uwf2Gnrvi71Pqujcd4.jpg,2011-03-12,0.0,85.0,Released,A con is easy. Family is hard.,A Bag of Hammers,False,6.0,25.0,"['Comedy', ', Drama']",['Focus Features'],['United States of America'],['en'],,"['Ben Dwellman', ', Alan Manilow', ', Kelsey Patterson', "", Melanie 'Mel' Manilow"", ', Marty']","['Jason Ritter', ', Jake Sandvig', ', Chandler Canterbury', ', Rebecca Hall', ', Todd Louiso']",Brian Crano,,"['suicide', ', california', ', alcohol', ', waitress', ', fight', ', misfit', ', bully', ', theft', ', criminal', ', argument', ', con', ', homeless']"
False,6500000,,156717,tt1988591,en,Death Race: Inferno,"Carl Lucas / Frankenstein has won four of his races and needs to win one more to win his freedom. Before his final race, Lucas and his team, car and all, are transferred to another prison where they will compete in a Death Race in the desert. Also, at the same time, Ceaser runs into a marketer who wants to franchise the Death Race program.",8.531668,/tFm4NeFMWRc6JocSUvVLCz1gkfb.jpg,2013-01-04,0.0,105.0,Released,Welcome to the Inferno,Death Race: Inferno,False,5.3,231.0,"['Action', ', Science Fiction', ', Thriller']","['Moonlighting Films', ', CC Capital Arts Entertainment SRL']",['United States of America'],['en'],Death Race Collection,"[""Carl 'Luke' Lucas / Frankenstein"", ', Weyland', ', Goldberg', ', Katrina Banks', ', Niles York']","['Luke Goss', ', Ving Rhames', ', Danny Trejo', ', Tanit Phoenix', ', Dougray Scott']",Roel Reiné,Tony Giglio,"['sequel', ', car']"
False,0,,225982,tt1254956,en,From Inside,"Based on the epic graphic novel by John Bergin, FROM INSIDE is the tale of Cee, a young pregnant woman who finds herself on a damaged train slowly transcribing its way across a bleak, apocalyptic landscape. Flood, war, starvation, and a plague of death threaten the train's passengers. Cee struggles through these dangers while coping with the memory of her lost husband and the imminent birth of her child.",0.933743,/gaFDQHRcX1eRw8eZRGGcT9jjFqA.jpg,2008-10-17,0.0,0.0,Released,,From Inside,False,6.5,2.0,['null'],['null'],['null'],['en'],,['null'],['null'],John Bergin,,['null']
False,0,,52345,tt0367975,pt,Lisbela e o Prisioneiro,"Lisbela is a young woman who loves going to the movies. Leléu is a con man, going from town to town selling all sort of things and performing as master of ceremonies for some cheesy numbers, such as the woman who gets transformed into a gorilla. He gets involved with Linaura, a sexy and beautiful woman who happens to be the wife of the most frightening hitman of the place. The hitman finds out his wife's affair and goes after Leléu, who has to leave in a hurry. In another town, he meets and falls instantly in love with Lisbela, who is engaged to Douglas, a hillbilly who tries hard to pass for a cosmopolitan Rio de Janeiro dweller.",1.98441,/9nlaRxQeYaMrVVANMppagFohCRP.jpg,2003-08-22,0.0,106.0,Released,,Lisbela and the Prisoner,False,7.5,53.0,"['Comedy', ', Romance']","['Estúdios Mega', ', Globo Filmes', ', Natasha Filmes']",['Brazil'],['pt'],,"['Leléu', ', Lisbela', ', Inaura', ', Douglas', ', Cabo Citonho']","['Selton Mello', ', Débora Falabella', ', Virginia Cavendish', ', Bruno Garcia', ', Tadeu Mello']",Guel Arraes,Pedro Cardoso,"['brazilian', ', romance', ', comedy']"
False,0,,33374,tt0084395,en,Class Reunion,"Lizzie Borden High's class of '72 are going through the motions at their tenth-year reunion, until deranged alum Walter Baylor, driven insane by a sadistic senior-year prank, escapes from the mental institution and crashes the party. When guests start getting bumped off, the other alumni, including snooty yacht salesman Bob Spinnaker, class tease Bunny Packard, and class zero Gary Nash, spring into action to uncover the culprit. Chuck Berry makes an onstage appearance.",2.086059,/gOIKIYpl3Z4t4bTsEg8E9rnQOTV.jpg,1982-10-29,0.0,84.0,Released,,Class Reunion,False,3.4,5.0,['Comedy'],['ABC Motion Pictures'],['United States of America'],['en'],,"['Bob Spinnaker', ', Dr. Robert Young', ', Cindy Shears', ', Walter Baylor', ', Gary Nash']","['Gerrit Graham', ', Michael Lerner', ', Misty Rowe', ', Blackie Dammett', ', Fred McCarren']",Michael Miller,,['null']
False,0,,200867,tt0073845,it,L'uomo che sfidò l'organizzazione,"An airport employee switches a pack of drugs for baking soda and absconds to Barcelona, meanwhile the drug-runners are on his trail.",0.012251,/g7NjlOOiDKCChyOuMHikzZuJAN2.jpg,1975-11-12,0.0,0.0,Released,,One Man Against the Organization,False,0.0,0.0,['null'],['null'],['null'],['it'],,"['', ', ', ', ', ', ', ', ']","['Renato Rossini', ', Karin Schubert', ', Jean-Claude Dreyfus', ', Nadine Perles', ', Alberto Dalbés']",Sergio Grieco,Sergio Grieco,['null']
False,0,,59356,tt0082335,en,This Unnameable Little Broom,Stop-motion animated short film in which a puppet on a trike captures a puppet bird-man.,0.5729489999999999,/5ojEgfxp9cElOSpwnlv1Zg9jCCI.jpg,1985-01-01,0.0,11.0,Released,,This Unnameable Little Broom,False,6.2,8.0,['Animation'],['Koninck Studios'],['United Kingdom'],['null'],,['null'],['null'],Stephen Quay,,['stop motion']
False,0,,21900,tt1104126,en,Shifty,"Shifty, a young crack cocaine dealer in London, sees his life quickly spiral out of control when his best friend returns home. Stalked by a customer desperate to score at all costs, and with his family about to turn their back on him for good, Shifty must out-run and out-smart a rival drug dealer, intent on setting him up for a big fall.",1.747367,/ijRyVleCeXCEKAnmHP4l58HLIym.jpg,2009-04-24,0.0,85.0,Released,,Shifty,False,6.0,15.0,['Thriller'],['null'],['United Kingdom'],['en'],,"['Shifty', ', Chris', ', Glen', ', Valerie', ', Rez']","['Riz Ahmed', ', Daniel Mays', ', Jason Flemyng', ', Francesca Annis', ', Nitin Ganatra']",Eran Creevy,,"['cocaine', ', drug dealer', ', heroin', ', police']"
False,0,,114286,tt1504019,es,Memoria de Mis Putas Tristes,Chronicles the romantic enchantment of a 90 year old reporter with a girl 70 years younger than himself.,1.467361,/mwdAzeNRdqjmcxdxEhlb9V7UF4Y.jpg,2011-10-13,0.0,90.0,Released,,Memories of My Melancholy Whores,False,6.6,10.0,['Drama'],['null'],['Mexico'],['es'],,"['', ', Casilda', ', Ximena', ', Florina de Dios', ', El Sabio']","['Geraldine Chaplin', ', Ángela Molina', ', Dominika Paleta', ', Alejandra Barros', ', Emilio Echevarría']",Henning Carlsen,,['null']
False,0,,63764,tt0038476,fr,Le diable au corps,,0.352696,/xfCuGaK065BKJloPSPQeVEOgVqn.jpg,1947-09-22,0.0,110.0,Released,,Devil in the Flesh,False,5.3,7.0,"['Drama', ', Romance']",['Transcontinental Films'],['France'],['fr'],,"['François Jaubert', ', Marthe Grangier', ', Edouard Jaubert', ', un officier', ', Madame Grangier']","['Gérard Philipe', ', Micheline Presle', ', Jean Debucourt', ', Jacques Tati', ', Denise Grey']",Claude Autant-Lara,,"['adultery', ', based on novel', ', world war i']"
